INSEE,Codepos,Commune,Departement
20030,20228,BARRETTALI,CORSE
20031,20119,BASTELICA,CORSE
20032,20129,BASTELICACCIA,CORSE
20033,20200,BASTIA,CORSE
20034,20226,BELGODERE,CORSE
20035,20110,BELVEDERE CAMPOMORO,CORSE
20036,20252,BIGORNO,CORSE
20037,20620,BIGUGLIA,CORSE
20038,20100,BILIA,CORSE
20039,20235,BISINCHI,CORSE
20040,20136,BOCOGNANO,CORSE
20041,20169,BONIFACIO,CORSE
20042,20290,BORGO,CORSE
20043,20222,BRANDO,CORSE
20045,20212,BUSTANICO,CORSE
20046,20228,CAGNANO,CORSE
20047,20224,CALACUCCIA,CORSE
20048,20111,CALCATOGGIO,CORSE
20049,20214,CALENZANA,CORSE
20050,20260,CALVI,CORSE
20051,20244,CAMBIA,CORSE
20052,20229,CAMPANA,CORSE
20053,20270,CAMPI,CORSE
20054,20290,CAMPILE,CORSE
20055,20252,CAMPITELLO,CORSE
20056,20142,CAMPO,CORSE
20057,20230,CANALE DI VERDE,CORSE
20058,20217,CANARI,CORSE
20059,20235,CANAVAGGIA,CORSE
20060,20151,CANNELLE,CORSE
20061,20170,CARBINI,CORSE
20062,20133,CARBUCCIA,CORSE
20063,20229,CARCHETO BRUSTICO,CORSE
20064,20190,CARDO TORGIA,CORSE
20065,20130,CARGESE,CORSE
20066,20164,CARGIACA,CORSE
20067,20229,CARPINETO,CORSE
20068,20244,CARTICASI,CORSE
20069,20237,CASABIANCA,CORSE
20070,20111,CASAGLIONE,CORSE
20071,20140,CASALABRIVA,CORSE
20072,20215,CASALTA,CORSE
20073,20224,CASAMACCIOLI,CORSE
20074,20250,CASANOVA,CORSE
20075,20270,CASEVECCHIE,CORSE
20076,20214,CASSANO,CORSE
20077,20213,CASTELLARE DI CASINCA,CORSE
20078,20212,CASTELLARE DI MERCURIO,CORSE
20079,20235,CASTELLO DI ROSTINO,CORSE
20080,20218,CASTIFAO,CORSE
20081,20218,CASTIGLIONE,CORSE
20082,20218,CASTINETA,CORSE
20083,20236,CASTIRLA,CORSE
20084,20225,CATERI,CORSE
20085,20117,CAURO,CORSE
20086,20238,CENTURI,CORSE
20087,20221,CERVIONE,CORSE
20088,20230,CHIATRA,CORSE
20089,20134,CIAMANNACCE,CORSE
20090,20160,COGGIA,CORSE
20091,20123,COGNOCOLI MONTICHI,CORSE
20092,20135,CONCA,CORSE
20093,20220,CORBARA,CORSE
20094,20168,CORRANO,CORSE
20095,20224,CORSCIA,CORSE
20096,20250,CORTE,CORSE
20097,20226,COSTA,CORSE
20098,20138,COTI CHIAVARI,CORSE
20099,20148,COZZANO,CORSE
20100,20126,CRISTINACCE,CORSE
20101,20237,CROCE,CORSE
20102,20290,CROCICCHIA,CORSE
20103,20167,CUTTOLI CORTICCHIATO,CORSE
20104,20117,ECCICA SUARELLA,CORSE
20105,20212,ERBAJOLO,CORSE
20106,20244,ERONE,CORSE
20107,20275,ERSA,CORSE
20108,20126,EVISA,CORSE
20109,20253,FARINOLE,CORSE
20110,20212,FAVALELLO,CORSE
20111,20234,FELCE,CORSE
20112,20225,FELICETO,CORSE
20113,20237,FICAJA,CORSE
20114,20114,FIGARI,CORSE
20115,20100,FOCE,CORSE
20116,20212,FOCICCHIA,CORSE
20117,20190,FORCIOLO,CORSE
20118,20143,FOZZANO,CORSE
20119,20157,FRASSETO,CORSE
20120,20600,FURIANI,CORSE
20121,20245,GALERIA,CORSE
20122,20218,GAVIGNANO,CORSE
20123,20240,GHISONACCIA,CORSE
20124,20227,GHISONI,CORSE
20125,20237,GIOCATOJO,CORSE
20126,20251,GIUNCAGGIO,CORSE
20127,20100,GIUNCHETO,CORSE
20128,20100,GRANACE,CORSE
20129,20100,GROSSA,CORSE
20130,20128,GROSSETO PRUGNA,CORSE
20131,20160,GUAGNO,CORSE
20132,20128,GUARGUALE,CORSE
20133,20153,GUITERA LES BAINS,CORSE
20134,20220,L ILE ROUSSE,CORSE
20135,20243,ISOLACCIO DI FIUMORBO,CORSE
20136,20218,LAMA,CORSE
20137,20244,LANO,CORSE
20138,20225,LAVATOGGIO,CORSE
20139,20137,LECCI,CORSE
20140,20252,LENTO,CORSE
20141,20160,LETIA,CORSE
20142,20170,LEVIE,CORSE
20143,20230,LINGUIZZETTA,CORSE
20144,20139,LOPIGNA,CORSE
20145,20215,LORETO DI CASINCA,CORSE
20146,20165,LORETO DI TALLANO,CORSE
20147,20224,LOZZI,CORSE
20148,20290,LUCCIANA,CORSE
20149,20240,LUGO DI NAZZA,CORSE
20150,20260,LUMIO,CORSE
20152,20228,LURI,CORSE
20153,20245,MANSO,CORSE
20154,20141,MARIGNANA,CORSE
20155,20270,MATRA,CORSE
20156,20259,MAUSOLEO,CORSE
20157,20212,MAZZOLA,CORSE
20158,20112,MELA,CORSE
20159,20287,MERIA,CORSE
20160,20140,MOCA CROCE,CORSE
20161,20270,MOITA,CORSE
20162,20218,MOLTIFAO,CORSE
20163,20171,MONACIA D AULLENE,CORSE
20164,20229,MONACCIA D OREZZA,CORSE
20165,20214,MONCALE,CORSE
20166,20290,MONTE,CORSE
20167,20214,MONTEGROSSO,CORSE
20168,20220,MONTICELLO,CORSE
20169,20218,MOROSAGLIA,CORSE
20170,20238,MORSIGLIA,CORSE
20171,20219,MURACCIOLE,CORSE
20172,20239,MURATO,CORSE
20173,20225,MURO,CORSE
20174,20160,MURZO,CORSE
20175,20225,NESSA,CORSE
20176,20229,NOCARIO,CORSE
20177,20219,NOCETA,CORSE
20178,20217,NONZA,CORSE
20179,20234,NOVALE,CORSE
20180,20211,NOVELLA,CORSE
20181,20117,OCANA,CORSE
20182,20226,OCCHIATANA,CORSE
20183,20217,OGLIASTRO,CORSE
20184,20217,OLCANI,CORSE
20185,20232,OLETTA,CORSE
20186,20140,OLIVESE,CORSE
20187,20217,OLMETA DI CAPOCORSO,CORSE
20188,20273,OLMETA DI TUDA,CORSE
20189,20113,OLMETO,CORSE
20190,20259,OLMI CAPPELLA,CORSE
20191,20112,OLMICCIA,CORSE
20192,20290,OLMO,CORSE
20193,20236,OMESSA,CORSE
20194,20234,ORTALE,CORSE
20195,20290,ORTIPORIO,CORSE
20196,20125,ORTO,CORSE
20197,20147,OSANI,CORSE
20198,20150,OTA,CORSE
20199,20226,PALASCA,CORSE
20200,20134,PALNECA,CORSE
20201,20251,PANCHERACCIA,CORSE
20202,20229,PARATA,CORSE
20203,20147,PARTINELLO,CORSE
20204,20121,PASTRICCIOLA,CORSE
20205,20253,PATRIMONIO,CORSE
20206,20290,PENTA ACQUATELLA,CORSE
20207,20213,PENTA DI CASINCA,CORSE
20208,20234,PERELLI,CORSE
20209,20167,PERI,CORSE
20210,20230,PERO CASEVECCHIE,CORSE
20211,20140,PETRETO BICCHISANO,CORSE
20212,20115,PIANA,CORSE
20213,20272,PIANELLO,CORSE
20214,20215,PIANO,CORSE
20215,20131,PIANOTOLLI CALDARELLO,CORSE
20216,20234,PIAZZALI,CORSE
20217,20229,PIAZZOLE,CORSE
20218,20251,PIEDICORTE DI GAGGIO,CORSE
20219,20229,PIEDICROCE,CORSE
20220,20218,PIEDIGRIGGIO,CORSE
20221,20229,PIEDIPARTINO,CORSE
20222,20229,PIED OREZZA,CORSE
20223,20218,PIETRALBA,CORSE
20224,20233,PIETRACORBARA,CORSE
20225,20230,PIETRA DI VERDE,CORSE
20226,20251,PIETRASERENA,CORSE
20227,20234,PIETRICAGGIO,CORSE
20228,20166,PIETROSELLA,CORSE
20229,20242,PIETROSO,CORSE
20230,20258,PIEVE,CORSE
20231,20220,PIGNA,CORSE
20232,20123,PILA CANALE,CORSE
20233,20228,PINO,CORSE
20234,20234,PIOBETTA,CORSE
20235,20259,PIOGGIOLA,CORSE
20236,20240,POGGIO DI NAZZA,CORSE
20238,20250,POGGIO DE VENACO,CORSE
20239,20232,POGGIO D OLETTA,CORSE
20240,20125,POGGIOLO,CORSE
20241,20237,POGGIO MARINACCIO,CORSE
20242,20230,POGGIO MEZZANA,CORSE
20243,20229,POLVEROSO,CORSE
20244,20218,POPOLASCA,CORSE
20245,20215,PORRI,CORSE
20246,20237,LA PORTA,CORSE
20247,20137,PORTO VECCHIO,CORSE
20248,20218,PRATO DI GIOVELLINA,CORSE
20249,20110,PROPRIANO,CORSE
20250,20290,PRUNELLI DI CASACONI,CORSE
20251,20243,PRUNELLI DI FIUMORBO,CORSE
20252,20264,PRUNO,CORSE
20253,20142,QUASQUARA,CORSE
20254,20122,QUENZA,CORSE
20255,20237,QUERCITELLO,CORSE
20256,20229,RAPAGGIO,CORSE
20257,20258,RAPALE,CORSE
20258,20160,RENNO,CORSE
20259,20121,REZZA,CORSE
20260,20250,RIVENTOSA,CORSE
20261,20247,ROGLIANO,CORSE
20262,20121,ROSAZIA,CORSE
20263,20219,ROSPIGLIANI,CORSE
20264,20244,RUSIO,CORSE
20265,20239,RUTALI,CORSE
20266,20121,SALICE,CORSE
20267,20218,SALICETO,CORSE
20268,20134,SAMPOLO,CORSE
20269,20145,SARI SOLENZARA,CORSE
20270,20151,SARI D ORCINO,CORSE
20271,20167,SARROLA CARCOPINO,CORSE
20272,20100,SARTENE,CORSE
20273,20264,SCATA,CORSE
20274,20290,SCOLCA,CORSE
20275,20212,SERMANO,CORSE
20276,20140,SERRA DI FERRO,CORSE
20277,20243,SERRA DI FIUMORBO,CORSE
20278,20127,SERRA DI SCOPAMENE,CORSE
20279,20147,SERRIERA,CORSE
20280,20215,SILVARECCIO,CORSE
20281,20233,SISCO,CORSE
20282,20125,SOCCIA,CORSE
20283,20240,SOLARO,CORSE
20284,20140,SOLLACARO,CORSE
20285,20152,SORBOLLANO,CORSE
20286,20213,SORBO OCAGNANO,CORSE
20287,20258,SORIO,CORSE
20288,20146,SOTTA,CORSE
20289,20250,SOVERIA,CORSE
20290,20226,SPELONCATO,CORSE
20291,20229,STAZZONA,CORSE
20292,20212,SANT ANDREA DI BOZIO,CORSE
20293,20221,SANT ANDREA DI COTONE,CORSE
20295,20151,SANT ANDREA D ORCINO,CORSE
20296,20220,SANT ANTONINO,CORSE
20297,20264,SAN DAMIANO,CORSE
20298,20217,ST FLORENT,CORSE
20299,20264,SAN GAVINO D AMPUGNANI,CORSE
20300,20170,SAN GAVINO DI CARBINI,CORSE
20301,20246,SAN GAVINO DI TENDA,CORSE
20302,20230,SAN GIOVANNI DI MORIANI,CORSE
20303,20230,SAN GIULIANO,CORSE
20304,20244,SAN LORENZO,CORSE
20305,20200,SAN MARTINO DI LOTA,CORSE
20306,20250,SANTA LUCIA DI MERCURIO,CORSE
20307,20230,SANTA LUCIA DI MORIANI,CORSE
20308,20112,STE LUCIE DE TALLANO,CORSE
20309,20200,SANTA MARIA DI LOTA,CORSE
20310,20143,SANTA MARIA FIGANIELLA,CORSE
20311,20221,SANTA MARIA POGGIO,CORSE
20312,20190,SANTA MARIA SICHE,CORSE
20313,20230,SAN NICOLAO,CORSE
20314,20246,SANTO PIETRO DI TENDA,CORSE
20315,20250,SANTO PIETRO DI VENACO,CORSE
20316,20220,SANTA REPARATA DI BALAGNA,CORSE
20317,20230,SANTA REPARATA DI MORIANI,CORSE
20318,20230,TAGLIO ISOLACCIO,CORSE
20319,20230,TALASANI,CORSE
20320,20270,TALLONE,CORSE
20321,20234,TARRANO,CORSE
20322,20134,TASSO,CORSE
20323,20167,TAVACO,CORSE
20324,20163,TAVERA,CORSE
20325,20100,TIVOLAGGIO,CORSE
20326,20117,TOLLA,CORSE
20327,20248,TOMINO,CORSE
20328,20270,TOX,CORSE
20329,20250,TRALONCA,CORSE
20330,20133,UCCIANI,CORSE
20331,20128,URBALACONE,CORSE
20332,20218,URTACA,CORSE
20333,20273,VALLECALLE,CORSE
20334,20234,VALLE D ALESANI,CORSE
20335,20221,VALLE DI CAMPOLORO,CORSE
20336,20167,VALLE DI MEZZANA,CORSE
20337,20235,VALLE DI ROSTINO,CORSE
20338,20229,VALLE D OREZZA,CORSE
20339,20259,VALLICA,CORSE
20340,20230,VELONE ORNETO,CORSE
20341,20231,VENACO,CORSE
20342,20240,VENTISERI,CORSE
20343,20215,VENZOLASCA,CORSE
20344,20229,VERDESE,CORSE
20345,20172,VERO,CORSE
20346,20215,VESCOVATO,CORSE
20347,20242,VEZZANI,CORSE
20348,20160,VICO,CORSE
20349,20110,VIGGIANELLO,CORSE
20350,20290,VIGNALE,CORSE
20351,20167,VILLANOVA,CORSE
20352,20279,VILLE DI PARASO,CORSE
20353,20200,VILLE DI PIETRABUGNO,CORSE
20354,20219,VIVARIO,CORSE
20355,20290,VOLPAJOLA,CORSE
20356,20272,ZALANA,CORSE
20357,20116,ZERUBIA,CORSE
20358,20173,ZEVACO,CORSE
20359,20132,ZICAVO,CORSE
20360,20190,ZIGLIARA,CORSE
20361,20214,ZILIA,CORSE
20362,20124,ZONZA,CORSE
20363,20112,ZOZA,CORSE
20364,20272,ZUANI,CORSE
20365,20243,SAN GAVINO DI FIUMORBO,CORSE
20366,20240,CHISA,CORSE
20900,20219,VIZZAVONA,CORSE
20901,20230,MORIANI PLAGE,CORSE
20902,20150,PORTO,CORSE
20903,20166,PORTICCIO,CORSE
20904,20167,MEZZAVIA,CORSE
20905,20145,SOLENZARA,CORSE
20906,20160,GUAGNO LES BAINS,CORSE
20920,20248,MACINAGGIO,CORSE
20921,20218,PONTE LECCIA,CORSE
20922,20144,STE LUCIE DE PORTO VECCHI,CORSE
20923,20222,ERBALUNGA,CORSE
20924,20140,PORTO POLLO,CORSE
20928,20166,BISINAO,CORSE
20934,20118,SAGONE,CORSE
20935,20214,MONTEMAGGIORE,CORSE
20936,20214,ST RAINIER DE BALAGNE,CORSE
20937,20243,ABBAZIA,CORSE
20938,20243,AJIOLA,CORSE
20939,20230,ALISTRO,CORSE
20940,20240,ALZITONE,CORSE
20941,20260,ARGENTELLA,CORSE
20942,20290,BARCHETTA,CORSE
20943,20230,BRAVONE,CORSE
20944,20200,CARDO,CORSE
20945,20290,CASAMOZZA,CORSE
20946,20270,CASAPERTA,CORSE
20947,20620,CASATORRA,CORSE
20948,20217,CASTA,CORSE
20949,20264,CHAMPLAN,CORSE
20950,20213,FOLELLI,CORSE
20951,20236,FRANCARDO,CORSE
20952,20222,LAVASINA,CORSE
20953,20226,LOZARI,CORSE
20954,20240,MIGNATAJA,CORSE
20955,20200,MIOMO,CORSE
20956,20230,MORIANI,CORSE
20957,20243,MORTA,CORSE
20958,20270,PIANICCIA,CORSE
20959,20200,PIETRANERA,CORSE
20960,20243,PIETRAPOLA,CORSE
20961,20290,PORETTA,CORSE
20962,20221,PRUNETE,CORSE
20963,20213,QUERCIOLO,CORSE
20964,20228,SANTA SEVERA,CORSE
20965,20240,ST ANTOINE,CORSE
20966,20214,SUARE,CORSE
20967,20219,TATTONE,CORSE
20968,20240,TRAVO,CORSE
20969,20270,VACAJA,CORSE
20970,20290,VALROSE,CORSE
20971,20224,VERGIO,CORSE
20972,20230,FIGARETTO,CORSE
21001,21700,AGENCOURT,COTE D'OR
21002,21410,AGEY,COTE D'OR
21003,21121,AHUY,COTE D'OR
21004,21510,AIGNAY LE DUC,COTE D'OR
21005,21110,AISEREY,COTE D'OR
21006,21400,AISEY SUR SEINE,COTE D'OR
21007,21390,AISY SOUS THIL,COTE D'OR
21008,21150,ALISE STE REINE,COTE D'OR
21009,21230,ALLEREY,COTE D'OR
21010,21420,ALOXE CORTON,COTE D'OR
21011,21450,AMPILLY LES BORDES,COTE D'OR
21012,21400,AMPILLY LE SEC,COTE D'OR
21013,21410,ANCEY,COTE D'OR
21014,21360,ANTHEUIL,COTE D'OR
21015,21230,ANTIGNY LA VILLE,COTE D'OR
21016,21310,ARCEAU,COTE D'OR
21017,21700,ARCENANT,COTE D'OR
21018,21410,ARCEY,COTE D'OR
21020,21320,ARCONCEY,COTE D'OR
21021,21560,ARC SUR TILLE,COTE D'OR
21022,21700,ARGILLY,COTE D'OR
21023,21230,ARNAY LE DUC,COTE D'OR
21024,21350,ARNAY SOUS VITTEAUX,COTE D'OR
21025,21500,ARRANS,COTE D'OR
21026,21500,ASNIERES EN MONTAGNE,COTE D'OR
21027,21380,ASNIERES LES DIJON,COTE D'OR
21028,21130,ATHEE,COTE D'OR
21029,21500,ATHIE,COTE D'OR
21030,21360,AUBAINE,COTE D'OR
21031,21170,AUBIGNY EN PLAINE,COTE D'OR
21032,21340,AUBIGNY LA RONCE,COTE D'OR
21033,21540,AUBIGNY LES SOMBERNON,COTE D'OR
21034,21570,AUTRICOURT,COTE D'OR
21035,21250,AUVILLARS SUR SAONE,COTE D'OR
21036,21360,AUXANT,COTE D'OR
21037,21190,AUXEY DURESSES,COTE D'OR
21038,21130,AUXONNE,COTE D'OR
21039,21120,AVELANGES,COTE D'OR
21040,21350,AVOSNES,COTE D'OR
21041,21580,AVOT,COTE D'OR
21042,21700,BAGNOT,COTE D'OR
21043,21450,BAIGNEUX LES JUIFS,COTE D'OR
21044,21330,BALOT,COTE D'OR
21045,21410,BARBIREY SUR OUCHE,COTE D'OR
21046,21430,BARD LE REGULIER,COTE D'OR
21047,21460,BARD LES EPOISSES,COTE D'OR
21048,21910,BARGES,COTE D'OR
21049,21580,BARJON,COTE D'OR
21050,21340,BAUBIGNY,COTE D'OR
21051,21410,BAULME LA ROCHE,COTE D'OR
21052,21510,BEAULIEU,COTE D'OR
21053,21310,BEAUMONT SUR VINGEANNE,COTE D'OR
21054,21200,BEAUNE,COTE D'OR
21055,21510,BEAUNOTTE,COTE D'OR
21056,21310,BEIRE LE CHATEL,COTE D'OR
21057,21110,BEIRE LE FORT,COTE D'OR
21058,21570,BELAN SUR OURCE,COTE D'OR
21059,21490,BELLEFOND,COTE D'OR
21060,21310,BELLENEUVE,COTE D'OR
21061,21510,BELLENOD SUR SEINE,COTE D'OR
21062,21320,BELLENOT SOUS POUILLY,COTE D'OR
21063,21290,BENEUVRE,COTE D'OR
21064,21500,BENOISEY,COTE D'OR
21065,21360,BESSEY EN CHAUME,COTE D'OR
21066,21360,BESSEY LA COUR,COTE D'OR
21067,21110,BESSEY LES CITEAUX,COTE D'OR
21068,21320,BEUREY BAUGUAY,COTE D'OR
21069,21350,BEURIZOT,COTE D'OR
21070,21220,BEVY,COTE D'OR
21071,21310,BEZE,COTE D'OR
21072,21310,BEZOUOTTE,COTE D'OR
21073,21390,BIERRE LES SEMUR,COTE D'OR
21074,21130,BILLEY,COTE D'OR
21075,21450,BILLY LES CHANCEAUX,COTE D'OR
21076,21270,BINGES,COTE D'OR
21077,21520,BISSEY LA COTE,COTE D'OR
21078,21330,BISSEY LA PIERRE,COTE D'OR
21079,21310,BLAGNY SUR VINGEANNE,COTE D'OR
21080,21540,BLAISY BAS,COTE D'OR
21081,21540,BLAISY HAUT,COTE D'OR
21082,21320,BLANCEY,COTE D'OR
21083,21430,BLANOT,COTE D'OR
21084,21690,BLESSEY,COTE D'OR
21085,21440,BLIGNY LE SEC,COTE D'OR
21086,21200,BLIGNY LES BEAUNE,COTE D'OR
21087,21360,BLIGNY SUR OUCHE,COTE D'OR
21088,21700,BONCOURT LE BOIS,COTE D'OR
21089,21250,BONNENCONTRE,COTE D'OR
21090,21520,BOUDREVILLE,COTE D'OR
21091,21360,BOUHEY,COTE D'OR
21092,21420,BOUILLAND,COTE D'OR
21093,21330,BOUIX,COTE D'OR
21094,21610,BOURBERAIN,COTE D'OR
21095,21250,BOUSSELANGE,COTE D'OR
21096,21260,BOUSSENOIS,COTE D'OR
21097,21350,BOUSSEY,COTE D'OR
21098,21690,BOUX SOUS SALMAISE,COTE D'OR
21099,21200,BOUZE LES BEAUNE,COTE D'OR
21100,21350,BRAIN,COTE D'OR
21101,21390,BRAUX,COTE D'OR
21102,21430,BRAZEY EN MORVAN,COTE D'OR
21103,21470,BRAZEY EN PLAINE,COTE D'OR
21104,21400,BREMUR ET VAUROIS,COTE D'OR
21105,21560,BRESSEY SUR TILLE,COTE D'OR
21106,21110,BRETENIERES,COTE D'OR
21107,21490,BRETIGNY,COTE D'OR
21108,21390,BRIANNY,COTE D'OR
21109,21570,BRION SUR OURCE,COTE D'OR
21110,21220,BROCHON,COTE D'OR
21111,21490,BROGNON,COTE D'OR
21112,21250,BROIN,COTE D'OR
21113,21220,BROINDON,COTE D'OR
21114,21500,BUFFON,COTE D'OR
21115,21400,BUNCEY,COTE D'OR
21116,21290,BURE LES TEMPLIERS,COTE D'OR
21117,21510,BUSSEAUT,COTE D'OR
21118,21580,BUSSEROTTE MONTENAILLE,COTE D'OR
21119,21580,BUSSIERES,COTE D'OR
21120,21360,LA BUSSIERE SUR OUCHE,COTE D'OR
21121,21540,BUSSY LA PESLE,COTE D'OR
21122,21150,BUSSY LE GRAND,COTE D'OR
21123,21290,BUXEROLLES,COTE D'OR
21124,21430,CENSEREY,COTE D'OR
21125,21330,CERILLY,COTE D'OR
21126,21110,CESSEY SUR TILLE,COTE D'OR
21127,21120,CHAIGNAY,COTE D'OR
21128,21320,CHAILLY SUR ARMANCON,COTE D'OR
21129,21290,CHAMBAIN,COTE D'OR
21130,21110,CHAMBEIRE,COTE D'OR
21131,21250,CHAMBLANC,COTE D'OR
21132,21220,CHAMBOEUF,COTE D'OR
21133,21220,CHAMBOLLE MUSIGNY,COTE D'OR
21134,21400,CHAMESSON,COTE D'OR
21135,21310,CHAMPAGNE SUR VINGEANNE,COTE D'OR
21136,21440,CHAMPAGNY,COTE D'OR
21137,21500,CHAMP D OISEAU,COTE D'OR
21138,21130,CHAMPDOTRE,COTE D'OR
21139,21210,CHAMPEAU EN MORVAN,COTE D'OR
21140,21230,CHAMPIGNOLLES,COTE D'OR
21141,21690,CHAMPRENAULT,COTE D'OR
21142,21440,CHANCEAUX,COTE D'OR
21143,21330,CHANNAY,COTE D'OR
21144,21690,CHARENCEY,COTE D'OR
21145,21140,CHARIGNY,COTE D'OR
21146,21310,CHARMES,COTE D'OR
21147,21350,CHARNY,COTE D'OR
21148,21170,CHARREY SUR SAONE,COTE D'OR
21149,21400,CHARREY SUR SEINE,COTE D'OR
21150,21190,CHASSAGNE MONTRACHET,COTE D'OR
21151,21150,CHASSEY,COTE D'OR
21152,21320,CHATEAUNEUF,COTE D'OR
21153,21320,CHATELLENOT,COTE D'OR
21154,21400,CHATILLON SUR SEINE,COTE D'OR
21155,21360,CHAUDENAY LA VILLE,COTE D'OR
21156,21360,CHAUDENAY LE CHATEAU,COTE D'OR
21157,21290,CHAUGEY,COTE D'OR
21158,21610,CHAUME ET COURCHAMP,COTE D'OR
21159,21520,LA CHAUME,COTE D'OR
21160,21450,CHAUME LES BAIGNEUX,COTE D'OR
21161,21400,CHAUMONT LE BOIS,COTE D'OR
21162,21700,CHAUX,COTE D'OR
21163,21260,CHAZEUIL,COTE D'OR
21164,21320,CHAZILLY,COTE D'OR
21165,21400,CHEMIN D AISEY,COTE D'OR
21166,21300,CHENOVE,COTE D'OR
21167,21310,CHEUGE,COTE D'OR
21168,21540,CHEVANNAY,COTE D'OR
21169,21220,CHEVANNES,COTE D'OR
21170,21200,CHEVIGNY EN VALIERE,COTE D'OR
21171,21800,CHEVIGNY ST SAUVEUR,COTE D'OR
21172,21820,CHIVRES,COTE D'OR
21173,21200,CHOREY,COTE D'OR
21174,21340,CIREY LES NOLAY,COTE D'OR
21175,21270,CIREY LES PONTAILLER,COTE D'OR
21176,21320,CIVRY EN MONTAGNE,COTE D'OR
21177,21390,CLAMEREY,COTE D'OR
21178,21220,CLEMENCEY,COTE D'OR
21179,21490,CLENAY,COTE D'OR
21180,21270,CLERY,COTE D'OR
21181,21230,CLOMOT,COTE D'OR
21182,21220,COLLONGES LES BEVY,COTE D'OR
21183,21110,COLLONGES LES PREMIERES,COTE D'OR
21184,21360,COLOMBIER,COTE D'OR
21185,21200,COMBERTAULT,COTE D'OR
21186,21700,COMBLANCHIEN,COTE D'OR
21187,21320,COMMARIN,COTE D'OR
21189,21250,CORBERON,COTE D'OR
21190,21190,CORCELLES LES ARTS,COTE D'OR
21191,21910,CORCELLES LES CITEAUX,COTE D'OR
21192,21160,CORCELLES LES MONTS,COTE D'OR
21193,21250,CORGENGOUX,COTE D'OR
21194,21700,CORGOLOIN,COTE D'OR
21195,21340,CORMOT LE GRAND,COTE D'OR
21196,21190,CORPEAU,COTE D'OR
21197,21150,CORPOYER LA CHAPELLE,COTE D'OR
21198,21460,CORROMBLES,COTE D'OR
21199,21460,CORSAINT,COTE D'OR
21200,21160,COUCHEY,COTE D'OR
21201,21400,COULMIER LE SEC,COTE D'OR
21202,21520,COURBAN,COTE D'OR
21203,21460,COURCELLES FREMOY,COTE D'OR
21204,21500,COURCELLES LES MONTBARD,COTE D'OR
21205,21140,COURCELLES LES SEMUR,COTE D'OR
21206,21610,COURCHAMP,COTE D'OR
21207,21580,COURLON,COTE D'OR
21208,21120,COURTIVRON,COTE D'OR
21209,21560,COUTERNON,COTE D'OR
21210,21320,CREANCEY,COTE D'OR
21211,21120,CRECEY SUR TILLE,COTE D'OR
21212,21500,CREPAND,COTE D'OR
21213,21800,CRIMOLOIS,COTE D'OR
21214,21360,CRUGEY,COTE D'OR
21215,21310,CUISEREY,COTE D'OR
21216,21230,CULETRE,COTE D'OR
21217,21220,CURLEY,COTE D'OR
21218,21380,CURTIL ST SEINE,COTE D'OR
21219,21220,CURTIL VERGY,COTE D'OR
21220,21580,CUSSEY LES FORGES,COTE D'OR
21221,21360,CUSSY LA COLONNE,COTE D'OR
21222,21230,CUSSY LE CHATEL,COTE D'OR
21223,21121,DAIX,COTE D'OR
21224,21350,DAMPIERRE EN MONTAGNE,COTE D'OR
21225,21310,DAMPIERRE ET FLEE,COTE D'OR
21226,21150,DARCEY,COTE D'OR
21227,21121,DAROIS,COTE D'OR
21228,21220,DETAIN ET BRUANT,COTE D'OR
21229,21430,DIANCEY,COTE D'OR
21230,21120,DIENAY,COTE D'OR
21231,21000,DIJON,COTE D'OR
21232,21390,DOMPIERRE EN MORVAN,COTE D'OR
21233,21270,DRAMBON,COTE D'OR
21234,21540,DREE,COTE D'OR
21235,21510,DUESME,COTE D'OR
21236,21190,EBATY,COTE D'OR
21237,21510,ECHALOT,COTE D'OR
21238,21540,ECHANNAY,COTE D'OR
21239,21170,ECHENON,COTE D'OR
21240,21120,ECHEVANNES,COTE D'OR
21241,21420,ECHEVRONNE,COTE D'OR
21242,21110,ECHIGEY,COTE D'OR
21243,21360,ECUTIGNY,COTE D'OR
21244,21320,EGUILLY,COTE D'OR
21245,21380,EPAGNY,COTE D'OR
21246,21220,EPERNAY SOUS GEVREY,COTE D'OR
21247,21460,EPOISSES,COTE D'OR
21248,21500,ERINGES,COTE D'OR
21249,21170,ESBARRES,COTE D'OR
21250,21290,ESSAROIS,COTE D'OR
21251,21320,ESSEY,COTE D'OR
21252,21500,ETAIS,COTE D'OR
21253,21510,ETALANTE,COTE D'OR
21254,21220,L ETANG VERGY,COTE D'OR
21255,21121,ETAULES,COTE D'OR
21256,21270,ETEVAUX,COTE D'OR
21257,21450,ETORMAY,COTE D'OR
21258,21400,ETROCHEY,COTE D'OR
21259,21500,FAIN LES MONTBARD,COTE D'OR
21260,21500,FAIN LES MOUTIERS,COTE D'OR
21261,21110,FAUVERNEY,COTE D'OR
21262,21290,FAVEROLLES LES LUCEY,COTE D'OR
21263,21600,FENAY,COTE D'OR
21264,21230,LE FETE,COTE D'OR
21265,21220,FIXIN,COTE D'OR
21266,21490,FLACEY,COTE D'OR
21267,21640,FLAGEY ECHEZEAUX,COTE D'OR
21268,21130,FLAGEY LES AUXONNE,COTE D'OR
21269,21130,FLAMMERANS,COTE D'OR
21270,21160,FLAVIGNEROT,COTE D'OR
21271,21150,FLAVIGNY SUR OZERAIN,COTE D'OR
21272,21140,FLEE,COTE D'OR
